,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,home_wins,away_wins,favorite_margin,primetime,team_favorite_id,favorite_cover,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,who_covered,day_week,primetime,winning_score,losing_score,win_margin,home_margin,away_margin,favorite_margin,home_favored_by,home_difference,home_cover,home_favorite_cover,home_dog_cover
7579,11/13/11,2011,10,FALSE,PHI,17,21,ARI,,,-4,FALSE,PHI,FALSE,-13,47.5,Lincoln Financial Field,FALSE,61,1,40,,ARI,Sunday,FALSE,21,17,4,-4,4,-4,13,-17,FALSE,FALSE,HOME FAV
7580,11/13/11,2011,10,FALSE,SF,27,20,NYG,,,7,FALSE,SF,TRUE,-4,42.5,Candlestick Park,FALSE,60,1,74,,SF,Sunday,FALSE,27,20,7,7,-7,7,4,3,TRUE,TRUE,HOME FAV
7581,11/13/11,2011,10,FALSE,SEA,22,17,BAL,,,-5,FALSE,BAL,FALSE,-7,39,CenturyLink Field,FALSE,50,10,,,SEA,Sunday,FALSE,22,17,5,5,-5,-5,-7,12,TRUE,AWAY FAV,TRUE
7582,11/13/11,2011,10,FALSE,TB,9,37,HOU,,,28,FALSE,HOU,TRUE,-4,45.5,Raymond James Stadium,FALSE,78,9,47,,HOU,Sunday,FALSE,37,9,28,-28,28,28,-4,-24,FALSE,AWAY FAV,FALSE
7583,11/14/11,2011,10,FALSE,GB,45,7,MIN,,,38,TRUE,GB,TRUE,-13,50,Lambeau Field,FALSE,46,13,,,GB,Monday,TRUE,45,7,38,38,-38,38,13,25,TRUE,TRUE,HOME FAV
7584,11/17/11,2011,11,FALSE,DEN,17,13,NYJ,,,-4,TRUE,NYJ,FALSE,-6.5,38.5,Sports Authority Field at Mile High,FALSE,54,3,20,,DEN,Thursday,TRUE,17,13,4,4,-4,-4,-6.5,10.5,TRUE,AWAY FAV,TRUE
7585,11/20/11,2011,11,FALSE,ATL,23,17,TEN,,,6,FALSE,ATL,FALSE,-6.5,44,Georgia Dome,FALSE,72,0,,DOME,TEN,Sunday,FALSE,23,17,6,6,-6,6,6.5,-0.5,FALSE,FALSE,HOME FAV
7586,11/20/11,2011,11,FALSE,BAL,31,24,CIN,,,7,FALSE,BAL,PUSH,-7,40.5,M&T Bank Stadium,FALSE,67,7,59,,PUSH,Sunday,FALSE,31,24,7,7,-7,7,7,0,PUSH,PUSH,HOME FAV
7587,11/20/11,2011,11,FALSE,CHI,31,20,LAC,,,11,FALSE,CHI,TRUE,-4.5,45.5,Soldier Field,FALSE,42,1,78,,CHI,Sunday,FALSE,31,20,11,11,-11,11,4.5,6.5,TRUE,TRUE,HOME FAV
7588,11/20/11,2011,11,FALSE,CLE,14,10,JAX,,,4,FALSE,CLE,TRUE,-1.5,34.5,FirstEnergy Stadium,FALSE,57,1,5,,CLE,Sunday,FALSE,14,10,4,4,-4,4,1.5,2.5,TRUE,TRUE,HOME FAV
7589,11/20/11,2011,11,FALSE,DET,49,35,CAR,,,14,FALSE,DET,TRUE,-7,47.5,Ford Field,FALSE,72,0,,DOME,DET,Sunday,FALSE,49,35,14,14,-14,14,7,7,TRUE,TRUE,HOME FAV
7590,11/20/11,2011,11,FALSE,GB,35,26,TB,,,9,FALSE,GB,FALSE,-13.5,49,Lambeau Field,FALSE,32,7,66,,TB,Sunday,FALSE,35,26,9,9,-9,9,13.5,-4.5,FALSE,FALSE,HOME FAV
7591,11/20/11,2011,11,FALSE,MIA,35,8,BUF,,,27,FALSE,MIA,TRUE,-3,44,Sun Life Stadium,FALSE,80,1,79,Rain,MIA,Sunday,FALSE,35,8,27,27,-27,27,3,24,TRUE,TRUE,HOME FAV
7592,11/20/11,2011,11,FALSE,MIN,21,27,LVR,,,-6,FALSE,MIN,FALSE,-2,46.5,Mall of America Field,FALSE,72,0,,DOME,LVR,Sunday,FALSE,27,21,6,-6,6,-6,2,-8,FALSE,FALSE,HOME FAV
7593,11/20/11,2011,11,FALSE,NYG,10,17,PHI,,,-7,TRUE,NYG,FALSE,-6,45.5,MetLife Stadium,FALSE,58,1,66,,PHI,Sunday,TRUE,17,10,7,-7,7,-7,6,-13,FALSE,FALSE,HOME FAV
7594,11/20/11,2011,11,FALSE,SF,23,7,ARI,,,16,FALSE,SF,TRUE,-10,40.5,Candlestick Park,FALSE,55,1,72,Rain,SF,Sunday,FALSE,23,7,16,16,-16,16,10,6,TRUE,TRUE,HOME FAV
7595,11/20/11,2011,11,FALSE,LAR,7,24,SEA,,,-17,FALSE,LAR,FALSE,-3,40,Edward Jones Dome,FALSE,72,0,,DOME,SEA,Sunday,FALSE,24,7,17,-17,17,-17,3,-20,FALSE,FALSE,HOME FAV
7596,11/20/11,2011,11,FALSE,WAS,24,27,DAL,,,3,FALSE,DAL,FALSE,-7,43,FedEx Field,FALSE,67,4,55,,WAS,Sunday,FALSE,27,24,3,-3,3,3,-7,4,TRUE,AWAY FAV,TRUE
7597,11/21/11,2011,11,FALSE,NE,34,3,KC,,,31,TRUE,NE,TRUE,-17,47,Gillette Stadium,FALSE,30,2,,,NE,Monday,TRUE,34,3,31,31,-31,31,17,14,TRUE,TRUE,HOME FAV
7598,11/24/11,2011,12,FALSE,BAL,16,6,SF,,,10,TRUE,BAL,TRUE,-3.5,40.5,M&T Bank Stadium,FALSE,53,5,32,,BAL,Thursday,TRUE,16,6,10,10,-10,10,3.5,6.5,TRUE,TRUE,HOME FAV
7599,11/24/11,2011,12,FALSE,DAL,20,19,MIA,,,1,FALSE,DAL,FALSE,-7,46,Cowboys Stadium,FALSE,72,0,,DOME,MIA,Thursday,FALSE,20,19,1,1,-1,1,7,-6,FALSE,FALSE,HOME FAV
7600,11/24/11,2011,12,FALSE,DET,15,27,GB,,,12,FALSE,GB,TRUE,-4.5,55,Ford Field,FALSE,72,0,,DOME,GB,Thursday,FALSE,27,15,12,-12,12,12,-4.5,-7.5,FALSE,AWAY FAV,FALSE
7601,11/27/11,2011,12,FALSE,ATL,24,14,MIN,,,10,FALSE,ATL,PUSH,-10,44,Georgia Dome,FALSE,72,0,,DOME,PUSH,Sunday,FALSE,24,14,10,10,-10,10,10,0,PUSH,PUSH,HOME FAV
7602,11/27/11,2011,12,FALSE,CIN,23,20,CLE,,,3,FALSE,CIN,FALSE,-7,38,Paul Brown Stadium,FALSE,60,7,98,Rain,CLE,Sunday,FALSE,23,20,3,3,-3,3,7,-4,FALSE,FALSE,HOME FAV
7603,11/27/11,2011,12,FALSE,IND,19,27,CAR,,,8,FALSE,CAR,TRUE,-3.5,46.5,Lucas Oil Stadium,FALSE,72,0,,DOME,CAR,Sunday,FALSE,27,19,8,-8,8,8,-3.5,-4.5,FALSE,AWAY FAV,FALSE
7604,11/27/11,2011,12,FALSE,JAX,13,20,HOU,,,7,FALSE,HOU,TRUE,-6.5,37,EverBank Field,FALSE,79,1,61,,HOU,Sunday,FALSE,20,13,7,-7,7,7,-6.5,-0.5,FALSE,AWAY FAV,FALSE
7605,11/27/11,2011,12,FALSE,KC,9,13,PIT,,,4,TRUE,PIT,FALSE,-10.5,40.5,Arrowhead Stadium,FALSE,34,5,,,KC,Sunday,TRUE,13,9,4,-4,4,4,-10.5,6.5,TRUE,AWAY FAV,TRUE
7606,11/27/11,2011,12,FALSE,NYJ,28,24,BUF,,,4,FALSE,NYJ,FALSE,-9.5,42.5,MetLife Stadium,FALSE,62,1,63,,BUF,Sunday,FALSE,28,24,4,4,-4,4,9.5,-5.5,FALSE,FALSE,HOME FAV
7607,11/27/11,2011,12,FALSE,LVR,25,20,CHI,,,5,FALSE,LVR,TRUE,-3,41,Oakland Coliseum,FALSE,60,6,76,,LVR,Sunday,FALSE,25,20,5,5,-5,5,3,2,TRUE,TRUE,HOME FAV
7608,11/27/11,2011,12,FALSE,PHI,20,38,NE,,,18,FALSE,NE,TRUE,-3.5,50.5,Lincoln Financial Field,FALSE,63,1,56,,NE,Sunday,FALSE,38,20,18,-18,18,18,-3.5,-14.5,FALSE,AWAY FAV,FALSE
7609,11/27/11,2011,12,FALSE,LAC,13,16,DEN,,,-3,FALSE,LAC,FALSE,-5.5,42,Qualcomm Stadium,FALSE,84,0,12,,DEN,Sunday,FALSE,16,13,3,-3,3,-3,5.5,-8.5,FALSE,FALSE,HOME FAV
7610,11/27/11,2011,12,FALSE,SEA,17,23,WAS,,,-6,FALSE,SEA,FALSE,-3,37.5,CenturyLink Field,FALSE,49,13,,Rain,WAS,Sunday,FALSE,23,17,6,-6,6,-6,3,-9,FALSE,FALSE,HOME FAV
7611,11/27/11,2011,12,FALSE,LAR,20,23,ARI,,,-3,FALSE,LAR,FALSE,-2.5,40,Edward Jones Dome,FALSE,72,0,,DOME,ARI,Sunday,FALSE,23,20,3,-3,3,-3,2.5,-5.5,FALSE,FALSE,HOME FAV
7612,11/27/11,2011,12,FALSE,TEN,23,17,TB,,,6,FALSE,TEN,TRUE,-3,44,Nissan Stadium,FALSE,47,2,96,,TEN,Sunday,FALSE,23,17,6,6,-6,6,3,3,TRUE,TRUE,HOME FAV
7613,11/28/11,2011,12,FALSE,NO,49,24,NYG,,,25,TRUE,NO,TRUE,-7,51,Louisiana Superdome,FALSE,72,0,,DOME,NO,Monday,TRUE,49,24,25,25,-25,25,7,18,TRUE,TRUE,HOME FAV
7614,12/1/11,2011,13,FALSE,SEA,31,14,PHI,,,-17,TRUE,PHI,FALSE,-3,43.5,CenturyLink Field,FALSE,39,2,,,SEA,Thursday,TRUE,31,14,17,17,-17,-17,-3,20,TRUE,AWAY FAV,TRUE
7615,12/4/11,2011,13,FALSE,ARI,19,13,DAL,,,-6,FALSE,DAL,FALSE,-4.5,46.5,University of Phoenix Stadium,FALSE,72,0,,DOME,ARI,Sunday,FALSE,19,13,6,6,-6,-6,-4.5,10.5,TRUE,AWAY FAV,TRUE
7616,12/4/11,2011,13,FALSE,BUF,17,23,TEN,,,-6,FALSE,BUF,FALSE,-1,44,Ralph Wilson Stadium,FALSE,58,1,41,,TEN,Sunday,FALSE,23,17,6,-6,6,-6,1,-7,FALSE,FALSE,HOME FAV
7617,12/4/11,2011,13,FALSE,CHI,3,10,KC,,,-7,FALSE,CHI,FALSE,-9,35,Soldier Field,FALSE,46,1,79,Rain,KC,Sunday,FALSE,10,3,7,-7,7,-7,9,-16,FALSE,FALSE,HOME FAV
7618,12/4/11,2011,13,FALSE,CLE,10,24,BAL,,,14,FALSE,BAL,TRUE,-7,38.5,FirstEnergy Stadium,FALSE,51,30,,Rain,BAL,Sunday,FALSE,24,10,14,-14,14,14,-7,-7,FALSE,AWAY FAV,FALSE
7619,12/4/11,2011,13,FALSE,HOU,17,10,ATL,,,-7,FALSE,ATL,FALSE,-2,38,Reliant Stadium,FALSE,72,2,,DOME (Open Roof),HOU,Sunday,FALSE,17,10,7,7,-7,-7,-2,9,TRUE,AWAY FAV,TRUE
7620,12/4/11,2011,13,FALSE,MIA,34,14,LVR,,,20,FALSE,MIA,TRUE,-3,43,Sun Life Stadium,FALSE,80,2,49,,MIA,Sunday,FALSE,34,14,20,20,-20,20,3,17,TRUE,TRUE,HOME FAV
7621,12/4/11,2011,13,FALSE,MIN,32,35,DEN,,,-3,FALSE,MIN,FALSE,-1.5,37.5,Mall of America Field,FALSE,72,0,,DOME,DEN,Sunday,FALSE,35,32,3,-3,3,-3,1.5,-4.5,FALSE,FALSE,HOME FAV
7622,12/4/11,2011,13,FALSE,NE,31,24,IND,,,7,FALSE,NE,FALSE,-20.5,48.5,Gillette Stadium,FALSE,54,10,,,IND,Sunday,FALSE,31,24,7,7,-7,7,20.5,-13.5,FALSE,FALSE,HOME FAV
7623,12/4/11,2011,13,FALSE,NO,31,17,DET,,,14,TRUE,NO,TRUE,-9,54.5,Louisiana Superdome,FALSE,72,0,,DOME,NO,Sunday,TRUE,31,17,14,14,-14,14,9,5,TRUE,TRUE,HOME FAV
7624,12/4/11,2011,13,FALSE,NYG,35,38,GB,,,3,FALSE,GB,FALSE,-7,54,MetLife Stadium,FALSE,52,9,67,,NYG,Sunday,FALSE,38,35,3,-3,3,3,-7,4,TRUE,AWAY FAV,TRUE
7625,12/4/11,2011,13,FALSE,PIT,35,7,CIN,,,28,FALSE,PIT,TRUE,-7,43,Heinz Field,FALSE,60,1,28,,PIT,Sunday,FALSE,35,7,28,28,-28,28,7,21,TRUE,TRUE,HOME FAV
7626,12/4/11,2011,13,FALSE,SF,26,0,LAR,,,26,FALSE,SF,TRUE,-14.5,38.5,Candlestick Park,FALSE,56,2,48,,SF,Sunday,FALSE,26,0,26,26,-26,26,14.5,11.5,TRUE,TRUE,HOME FAV
7627,12/4/11,2011,13,FALSE,TB,19,38,CAR,,,19,FALSE,CAR,TRUE,-2.5,46.5,Raymond James Stadium,FALSE,79,1,46,,CAR,Sunday,FALSE,38,19,19,-19,19,19,-2.5,-16.5,FALSE,AWAY FAV,FALSE
7628,12/4/11,2011,13,FALSE,WAS,19,34,NYJ,,,15,FALSE,NYJ,TRUE,-3,38.5,FedEx Field,FALSE,56,5,57,,NYJ,Sunday,FALSE,34,19,15,-15,15,15,-3,-12,FALSE,AWAY FAV,FALSE
7629,12/5/11,2011,13,FALSE,JAX,14,38,LAC,,,24,TRUE,LAC,TRUE,-3,39.5,EverBank Field,FALSE,68,6,81,,LAC,Monday,TRUE,38,14,24,-24,24,24,-3,-21,FALSE,AWAY FAV,FALSE
7630,12/8/11,2011,14,FALSE,PIT,14,3,CLE,,,11,TRUE,PIT,FALSE,-14,40,Heinz Field,FALSE,31,6,74,,CLE,Thursday,TRUE,14,3,11,11,-11,11,14,-3,FALSE,FALSE,HOME FAV
7631,12/11/11,2011,14,FALSE,ARI,21,19,SF,,,-2,FALSE,SF,FALSE,-3.5,40,University of Phoenix Stadium,FALSE,72,0,,DOME,ARI,Sunday,FALSE,21,19,2,2,-2,-2,-3.5,5.5,TRUE,AWAY FAV,TRUE
7632,12/11/11,2011,14,FALSE,BAL,24,10,IND,,,14,FALSE,BAL,FALSE,-16.5,41.5,M&T Bank Stadium,FALSE,45,2,34,,IND,Sunday,FALSE,24,10,14,14,-14,14,16.5,-2.5,FALSE,FALSE,HOME FAV
7633,12/11/11,2011,14,FALSE,CAR,23,31,ATL,,,8,FALSE,ATL,TRUE,-3,47.5,Bank of America Stadium,FALSE,48,1,45,,ATL,Sunday,FALSE,31,23,8,-8,8,8,-3,-5,FALSE,AWAY FAV,FALSE
7634,12/11/11,2011,14,FALSE,CIN,19,20,HOU,,,-1,FALSE,CIN,FALSE,-3,37,Paul Brown Stadium,FALSE,38,4,47,,HOU,Sunday,FALSE,20,19,1,-1,1,-1,3,-4,FALSE,FALSE,HOME FAV
7635,12/11/11,2011,14,FALSE,DAL,34,37,NYG,,,-3,TRUE,DAL,FALSE,-4.5,50.5,Cowboys Stadium,FALSE,72,0,,DOME,NYG,Sunday,TRUE,37,34,3,-3,3,-3,4.5,-7.5,FALSE,FALSE,HOME FAV
7636,12/11/11,2011,14,FALSE,DEN,13,10,CHI,,,3,FALSE,DEN,FALSE,-3.5,35.5,Sports Authority Field at Mile High,FALSE,50,7,22,,CHI,Sunday,FALSE,13,10,3,3,-3,3,3.5,-0.5,FALSE,FALSE,HOME FAV
7637,12/11/11,2011,14,FALSE,DET,34,28,MIN,,,6,FALSE,DET,FALSE,-10,47,Ford Field,FALSE,72,0,,DOME,MIN,Sunday,FALSE,34,28,6,6,-6,6,10,-4,FALSE,FALSE,HOME FAV
7638,12/11/11,2011,14,FALSE,GB,46,16,LVR,,,30,FALSE,GB,TRUE,-11.5,49.5,Lambeau Field,FALSE,43,1,55,,GB,Sunday,FALSE,46,16,30,30,-30,30,11.5,18.5,TRUE,TRUE,HOME FAV
7639,12/11/11,2011,14,FALSE,JAX,41,14,TB,,,-27,FALSE,TB,FALSE,-3,42,EverBank Field,FALSE,60,12,,Rain,JAX,Sunday,FALSE,41,14,27,27,-27,-27,-3,30,TRUE,AWAY FAV,TRUE
7640,12/11/11,2011,14,FALSE,MIA,10,26,PHI,,,-16,FALSE,MIA,FALSE,-3,44.5,Sun Life Stadium,FALSE,78,1,83,,PHI,Sunday,FALSE,26,10,16,-16,16,-16,3,-19,FALSE,FALSE,HOME FAV
7641,12/11/11,2011,14,FALSE,NYJ,37,10,KC,,,27,FALSE,NYJ,TRUE,-10.5,35.5,MetLife Stadium,FALSE,40,5,35,,NYJ,Sunday,FALSE,37,10,27,27,-27,27,10.5,16.5,TRUE,TRUE,HOME FAV
7642,12/11/11,2011,14,FALSE,LAC,37,10,BUF,,,27,FALSE,LAC,TRUE,-7,49,Qualcomm Stadium,FALSE,59,5,61,,LAC,Sunday,FALSE,37,10,27,27,-27,27,7,20,TRUE,TRUE,HOME FAV
7643,12/11/11,2011,14,FALSE,TEN,17,22,NO,,,5,FALSE,NO,TRUE,-3.5,48,Nissan Stadium,FALSE,46,7,44,,NO,Sunday,FALSE,22,17,5,-5,5,5,-3.5,-1.5,FALSE,AWAY FAV,FALSE
7644,12/11/11,2011,14,FALSE,WAS,27,34,NE,,,7,FALSE,NE,FALSE,-7.5,47,FedEx Field,FALSE,40,0,33,,WAS,Sunday,FALSE,34,27,7,-7,7,7,-7.5,0.5,TRUE,AWAY FAV,TRUE
7645,12/12/11,2011,14,FALSE,SEA,30,13,LAR,,,17,TRUE,SEA,TRUE,-9.5,37,CenturyLink Field,FALSE,36,7,,,SEA,Monday,TRUE,30,13,17,17,-17,17,9.5,7.5,TRUE,TRUE,HOME FAV
7646,12/15/11,2011,15,FALSE,ATL,41,14,JAX,,,27,TRUE,ATL,TRUE,-13.5,42,Georgia Dome,FALSE,72,0,,DOME,ATL,Thursday,TRUE,41,14,27,27,-27,27,13.5,13.5,TRUE,TRUE,HOME FAV
7647,12/17/11,2011,15,FALSE,TB,15,31,DAL,,,16,FALSE,DAL,TRUE,-7,47,Raymond James Stadium,FALSE,67,3,78,,DAL,Saturday,FALSE,31,15,16,-16,16,16,-7,-9,FALSE,AWAY FAV,FALSE
7648,12/18/11,2011,15,FALSE,ARI,20,17,CLE,,,3,FALSE,ARI,FALSE,-6.5,37.5,University of Phoenix Stadium,FALSE,72,0,,DOME,CLE,Sunday,FALSE,20,17,3,3,-3,3,6.5,-3.5,FALSE,FALSE,HOME FAV
7649,12/18/11,2011,15,FALSE,BUF,23,30,MIA,,,-7,FALSE,BUF,FALSE,-1.5,40.5,Ralph Wilson Stadium,FALSE,32,1,64,Snow,MIA,Sunday,FALSE,30,23,7,-7,7,-7,1.5,-8.5,FALSE,FALSE,HOME FAV
7650,12/18/11,2011,15,FALSE,CHI,14,38,SEA,,,-24,FALSE,CHI,FALSE,-3.5,35,Soldier Field,FALSE,40,5,65,,SEA,Sunday,FALSE,38,14,24,-24,24,-24,3.5,-27.5,FALSE,FALSE,HOME FAV
7651,12/18/11,2011,15,FALSE,DEN,23,41,NE,,,18,FALSE,NE,TRUE,-7.5,47.5,Sports Authority Field at Mile High,FALSE,63,3,16,,NE,Sunday,FALSE,41,23,18,-18,18,18,-7.5,-10.5,FALSE,AWAY FAV,FALSE
7652,12/18/11,2011,15,FALSE,HOU,13,28,CAR,,,-15,FALSE,HOU,FALSE,-6,45.5,Reliant Stadium,FALSE,61,1,,DOME (Open Roof),CAR,Sunday,FALSE,28,13,15,-15,15,-15,6,-21,FALSE,FALSE,HOME FAV
7653,12/18/11,2011,15,FALSE,IND,27,13,TEN,,,-14,FALSE,TEN,FALSE,-6.5,41.5,Lucas Oil Stadium,FALSE,72,0,,DOME,IND,Sunday,FALSE,27,13,14,14,-14,-14,-6.5,20.5,TRUE,AWAY FAV,TRUE
7654,12/18/11,2011,15,FALSE,KC,19,14,GB,,,-5,FALSE,GB,FALSE,-11.5,46,Arrowhead Stadium,FALSE,57,1,58,,KC,Sunday,FALSE,19,14,5,5,-5,-5,-11.5,16.5,TRUE,AWAY FAV,TRUE
7655,12/18/11,2011,15,FALSE,MIN,20,42,NO,,,22,FALSE,NO,TRUE,-7.5,53.5,Mall of America Field,FALSE,72,0,,DOME,NO,Sunday,FALSE,42,20,22,-22,22,22,-7.5,-14.5,FALSE,AWAY FAV,FALSE
7656,12/18/11,2011,15,FALSE,NYG,10,23,WAS,,,-13,FALSE,NYG,FALSE,-6,46.5,MetLife Stadium,FALSE,31,9,34,,WAS,Sunday,FALSE,23,10,13,-13,13,-13,6,-19,FALSE,FALSE,HOME FAV
7657,12/18/11,2011,15,FALSE,LVR,27,28,DET,,,1,FALSE,DET,FALSE,-1.5,47.5,Oakland Coliseum,FALSE,51,1,84,,LVR,Sunday,FALSE,28,27,1,-1,1,1,-1.5,0.5,TRUE,AWAY FAV,TRUE
7658,12/18/11,2011,15,FALSE,PHI,45,19,NYJ,,,26,FALSE,PHI,TRUE,-3,44,Lincoln Financial Field,FALSE,35,9,41,,PHI,Sunday,FALSE,45,19,26,26,-26,26,3,23,TRUE,TRUE,HOME FAV
7659,12/18/11,2011,15,FALSE,LAC,34,14,BAL,,,-20,TRUE,BAL,FALSE,-2.5,44,Qualcomm Stadium,FALSE,58,7,67,,LAC,Sunday,TRUE,34,14,20,20,-20,-20,-2.5,22.5,TRUE,AWAY FAV,TRUE
7660,12/18/11,2011,15,FALSE,LAR,13,20,CIN,,,7,FALSE,CIN,PUSH,-7,39,Edward Jones Dome,FALSE,72,0,,DOME,PUSH,Sunday,FALSE,20,13,7,-7,7,7,-7,0,PUSH,AWAY FAV,PUSH
7661,12/19/11,2011,15,FALSE,SF,20,3,PIT,,,17,TRUE,SF,TRUE,-3,37,Candlestick Park,FALSE,52,1,74,,SF,Monday,TRUE,20,3,17,17,-17,17,3,14,TRUE,TRUE,HOME FAV
7662,12/22/11,2011,16,FALSE,IND,19,16,HOU,,,-3,TRUE,HOU,FALSE,-7,40.5,Lucas Oil Stadium,FALSE,72,0,,DOME,IND,Thursday,TRUE,19,16,3,3,-3,-3,-7,10,TRUE,AWAY FAV,TRUE
7663,12/24/11,2011,16,FALSE,BAL,20,14,CLE,,,6,FALSE,BAL,FALSE,-11,38,M&T Bank Stadium,FALSE,45,1,32,,CLE,Saturday,FALSE,20,14,6,6,-6,6,11,-5,FALSE,FALSE,HOME FAV
7664,12/24/11,2011,16,FALSE,BUF,40,14,DEN,,,-26,FALSE,DEN,FALSE,-3,43.5,Ralph Wilson Stadium,FALSE,31,2,42,,BUF,Saturday,FALSE,40,14,26,26,-26,-26,-3,29,TRUE,AWAY FAV,TRUE
7665,12/24/11,2011,16,FALSE,CAR,48,16,TB,,,32,FALSE,CAR,TRUE,-7.5,48,Bank of America Stadium,FALSE,51,9,57,,CAR,Saturday,FALSE,48,16,32,32,-32,32,7.5,24.5,TRUE,TRUE,HOME FAV
7666,12/24/11,2011,16,FALSE,CIN,23,16,ARI,,,7,FALSE,CIN,TRUE,-4,41,Paul Brown Stadium,FALSE,41,8,63,,CIN,Saturday,FALSE,23,16,7,7,-7,7,4,3,TRUE,TRUE,HOME FAV
7667,12/24/11,2011,16,FALSE,DAL,7,20,PHI,,,13,FALSE,PHI,TRUE,-2.5,50,Cowboys Stadium,FALSE,72,0,,DOME,PHI,Saturday,FALSE,20,7,13,-13,13,13,-2.5,-10.5,FALSE,AWAY FAV,FALSE
7668,12/24/11,2011,16,FALSE,DET,38,10,LAC,,,-28,FALSE,LAC,FALSE,-1,53,Ford Field,FALSE,72,0,,DOME,DET,Saturday,FALSE,38,10,28,28,-28,-28,-1,29,TRUE,AWAY FAV,TRUE
7669,12/24/11,2011,16,FALSE,KC,13,16,LVR,,,-3,FALSE,KC,FALSE,-3,43,Arrowhead Stadium,FALSE,47,7,57,,LVR,Saturday,FALSE,16,13,3,-3,3,-3,3,-6,FALSE,FALSE,HOME FAV
7670,12/24/11,2011,16,FALSE,NE,27,24,MIA,,,3,FALSE,NE,FALSE,-7.5,49.5,Gillette Stadium,FALSE,32,7,,,MIA,Saturday,FALSE,27,24,3,3,-3,3,7.5,-4.5,FALSE,FALSE,HOME FAV
7671,12/24/11,2011,16,FALSE,NYJ,14,29,NYG,,,-15,FALSE,NYJ,FALSE,-3,46,MetLife Stadium,FALSE,37,9,,,NYG,Saturday,FALSE,29,14,15,-15,15,-15,3,-18,FALSE,FALSE,HOME FAV
7672,12/24/11,2011,16,FALSE,PIT,27,0,LAR,,,27,FALSE,PIT,TRUE,-10,34,Heinz Field,FALSE,37,4,67,,PIT,Saturday,FALSE,27,0,27,27,-27,27,10,17,TRUE,TRUE,HOME FAV
7673,12/24/11,2011,16,FALSE,SEA,17,19,SF,,,2,FALSE,SF,FALSE,-2.5,37,CenturyLink Field,FALSE,53,8,,,SEA,Saturday,FALSE,19,17,2,-2,2,2,-2.5,0.5,TRUE,AWAY FAV,TRUE
7674,12/24/11,2011,16,FALSE,TEN,23,17,JAX,,,6,FALSE,TEN,FALSE,-8.5,38.5,Nissan Stadium,FALSE,47,2,60,,JAX,Saturday,FALSE,23,17,6,6,-6,6,8.5,-2.5,FALSE,FALSE,HOME FAV
7675,12/24/11,2011,16,FALSE,WAS,26,33,MIN,,,-7,FALSE,WAS,FALSE,-6,43,FedEx Field,FALSE,45,9,36,,MIN,Saturday,FALSE,33,26,7,-7,7,-7,6,-13,FALSE,FALSE,HOME FAV
7676,12/25/11,2011,16,FALSE,GB,35,21,CHI,,,14,FALSE,GB,TRUE,-13,42,Lambeau Field,FALSE,37,1,64,,GB,Sunday,FALSE,35,21,14,14,-14,14,13,1,TRUE,TRUE,HOME FAV
7677,12/26/11,2011,16,FALSE,NO,45,16,ATL,,,29,TRUE,NO,TRUE,-7,52.5,Louisiana Superdome,FALSE,72,0,,DOME,NO,Monday,TRUE,45,16,29,29,-29,29,7,22,TRUE,TRUE,HOME FAV
7678,1/1/12,2011,17,FALSE,ARI,23,20,SEA,,,3,FALSE,ARI,TRUE,-2.5,40.5,University of Phoenix Stadium,FALSE,72,0,,DOME,ARI,Sunday,FALSE,23,20,3,3,-3,3,2.5,0.5,TRUE,TRUE,HOME FAV
7679,1/1/12,2011,17,FALSE,ATL,45,24,TB,,,21,FALSE,ATL,TRUE,-9.5,45,Georgia Dome,FALSE,72,0,,DOME,ATL,Sunday,FALSE,45,24,21,21,-21,21,9.5,11.5,TRUE,TRUE,HOME FAV
7680,1/1/12,2011,17,FALSE,CIN,16,24,BAL,,,8,FALSE,BAL,TRUE,-2.5,38,Paul Brown Stadium,FALSE,43,1,68,,BAL,Sunday,FALSE,24,16,8,-8,8,8,-2.5,-5.5,FALSE,AWAY FAV,FALSE
7681,1/1/12,2011,17,FALSE,CLE,9,13,PIT,,,4,FALSE,PIT,FALSE,-7,33,FirstEnergy Stadium,FALSE,49,2,66,,CLE,Sunday,FALSE,13,9,4,-4,4,4,-7,3,TRUE,AWAY FAV,TRUE
7682,1/1/12,2011,17,FALSE,DEN,3,7,KC,,,-4,FALSE,DEN,FALSE,-2,37.5,Sports Authority Field at Mile High,FALSE,35,6,46,,KC,Sunday,FALSE,7,3,4,-4,4,-4,2,-6,FALSE,FALSE,HOME FAV
7683,1/1/12,2011,17,FALSE,GB,45,41,DET,,,-4,FALSE,DET,FALSE,-6.5,42,Lambeau Field,FALSE,31,2,78,,GB,Sunday,FALSE,45,41,4,4,-4,-4,-6.5,10.5,TRUE,AWAY FAV,TRUE
7684,1/1/12,2011,17,FALSE,HOU,22,23,TEN,,,1,FALSE,TEN,FALSE,-2,38.5,Reliant Stadium,FALSE,66,1,,DOME (Open Roof),HOU,Sunday,FALSE,23,22,1,-1,1,1,-2,1,TRUE,AWAY FAV,TRUE
7685,1/1/12,2011,17,FALSE,JAX,19,13,IND,,,6,FALSE,JAX,TRUE,-3,37,EverBank Field,FALSE,72,10,,,JAX,Sunday,FALSE,19,13,6,6,-6,6,3,3,TRUE,TRUE,HOME FAV
